paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p0108,https://doi.org/10.1103/physrevlett.119.180509,Error Mitigation for Short-Depth Quantum Circuits,2017,11/3/2017,1016,article,Kristan Temme; Sergey Bravyi; Jay Gambetta,Quantum decoherence; Extrapolation; Electronic circuit; Computer science; Noise (video)
p0109,https://doi.org/10.1016/j.im.2021.103434,"Artificial intelligence capability: Conceptualization, measurement calibration, and empirical study on its impact on organizational creativity and firm performance",2021,1/24/2021,682,article,Patrick Mikalef; Manjul Gupta,Creativity; Conceptualization; Knowledge management; Context (archaeology); Organizational performance
p0110,https://doi.org/10.1016/j.jeconom.2004.04.011,Does matching overcome LaLonde's critique of nonexperimental estimators?,2004,7/27/2004,3046,article,Jeffrey A. Smith; Petra Todd,Propensity score matching; Estimator; Matching (statistics); Econometrics; Instrumental variable
p0111,https://doi.org/10.1016/j.eswa.2017.12.020,The use of machine learning algorithms in recommender systems: A systematic review,2017,12/9/2017,609,review,Ivens Portugal; Paulo Alencar; Don A. Cowan,Recommender system; Computer science; Machine learning; Artificial intelligence; Algorithm
p0112,https://doi.org/10.1090/s0002-9904-1937-06588-8,Jensen’s inequality,1937,1/1/1937,88,article,E. J. McShane,Mathematics; Inequality; Mathematical economics; Mathematical analysis
p0113,https://doi.org/10.1007/978-3-030-00536-8_1,Medical Image Synthesis for Data Augmentation and Anonymization Using Generative Adversarial Networks,2018,1/1/2018,541,book-chapter,Hoo-Chang Shin; Neil Tenenholtz; Jameson K. Rogers; Christopher G. Schwarz; Matthew L. Senjem,Computer science; Artificial intelligence; Generative grammar; Synthetic data; Segmentation
p0114,https://doi.org/10.1016/j.patcog.2016.11.008,Explaining nonlinear classification decisions with deep Taylor decomposition,2016,11/30/2016,1299,article,Grégoire Montavon; Sebastian Lapuschkin; Alexander Binder; Wojciech Samek; Klaus‐Robert Müller,Interpretability; MNIST database; Computer science; Artificial intelligence; Artificial neural network
p0115,https://doi.org/10.1090/s0002-9947-1938-1501980-0,Metric spaces and positive definite functions,1938,1/1/1938,688,article,I. J. Schoenberg,Mathematics; Positive-definite matrix; Pure mathematics; Metric space; Metric (unit)
p0116,https://doi.org/10.2307/2669792,Monte Carlo Methods in Bayesian Computation,2000,12/1/2000,132,article,Ram C. Tiwari; Ming‐Hui Chen; Qi-Man Shao; Joseph G. Ibrahim,Monte Carlo method; Bayesian probability; Computation; Computer science; Markov chain Monte Carlo
p0117,https://doi.org/10.1109/cvpr.2017.344,Graph-Structured Representations for Visual Question Answering,2017,7/1/2017,453,article,Damien Teney; Lingqiao Liu; Anton van den Hengel,Question answering; Computer science; Artificial intelligence; Benchmark (surveying); Exploit
p0118,https://doi.org/10.1145/872757.872823,Evaluating probabilistic queries over imprecise data,2003,6/9/2003,590,article,Reynold Cheng; Dmitri V. Kalashnikov; Sunil Prabhakar,Computer science; Probabilistic logic; Uncertain data; Data mining; Set (abstract data type)
p0119,https://doi.org/10.18653/v1/d16-1053,Long Short-Term Memory-Networks for Machine Reading,2016,1/1/2016,1011,article,Jianpeng Cheng; Li Dong; Mirella Lapata,Computer science; Term (time); Reading (process); Long-term memory; Artificial intelligence
p0120,https://doi.org/10.1016/j.engappai.2015.09.001,Adaptive space transformation: An invariant based method for predicting aerodynamic coefficients of hypersonic vehicles,2015,9/27/2015,13,article,Changtong Luo; Zongmin Hu; Shaoliang Zhang; Zonglin Jiang,Extrapolation; Computer science; Convex hull; Aerodynamics; Hypersonic speed
p0121,https://doi.org/10.48550/arxiv.1611.00625,TorchCraft: a Library for Machine Learning Research on Real-Time Strategy Games,2016,1/1/2016,86,preprint,Gabriel Synnaeve; Nantas Nardelli; Alex Auvolat; Soumith Chintala; Timothée Lacroix,Benchmark (surveying); Computer science; Artificial intelligence; Control (management); Machine learning
p0122,https://doi.org/10.1063/1.1477067,Bayesian inference for inverse problems,2002,1/1/2002,29,article,Ali Mohammad‐Djafari,Computer science; Inference; Principle of maximum entropy; Bayesian inference; Inverse problem
p0123,https://doi.org/10.1186/1471-2105-8-50,BioInfer: a corpus for information extraction in the biomedical domain,2007,2/9/2007,473,article,Sampo Pyysalo; Filip Ginter; Juho Heimonen; Jari Björne; Jorma Boberg,Computer science; Annotation; Information extraction; Natural language processing; Domain (mathematical analysis)
p0124,https://doi.org/10.18653/v1/d19-1309,An End-to-End Generative Architecture for Paraphrase Generation,2019,1/1/2019,33,article,Qian Yang; Zhouyuan Huo; Dinghan Shen; Yong Cheng; Wenlin Wang,Paraphrase; Generative grammar; Architecture; Computer science; Natural language processing
p0125,https://doi.org/10.1109/vlhcc.2013.6645235,"Too much, too little, or just right? Ways explanations impact end users' mental models",2013,9/1/2013,321,article,Todd Kulesza; Simone Stumpf; Margaret Burnett; Sherry Yang; Irwin Kwan,Soundness; Completeness (order theory); Computer science; Fidelity; Mental model
p0126,https://doi.org/10.1109/72.728395,"Comparative study of stock trend prediction using time delay, recurrent and probabilistic neural networks",1998,1/1/1998,537,article,Emad Saad; Danil Prokhorov; Donald C. Wunsch,Computer science; Recurrent neural network; Predictability; Artificial neural network; Probabilistic neural network
p0127,https://doi.org/10.1109/iccv48922.2021.00986,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,2021,10/1/2021,17318,article,Ze Liu; Yutong Lin; Yue Cao; Han Hu; Yixuan Wei,Transformer; Computer science; Segmentation; Artificial intelligence; Computation
p0128,,Deep Learning based Recommender System: A Survey and New Perspectives.,2017,7/24/2017,467,preprint,Shuai Zhang; Lina Yao; Aixin Sun,Recommender system; Computer science; Deep learning; Information overload; Flourishing
p0129,https://doi.org/10.1109/ijcnn.2009.5179046,Input-variable specification for Neural Networks - An analysis of forecasting low and high time series frequency,2009,6/1/2009,34,article,Sven F. Crone; Nikolaos Kourentzes,Time series; Computer science; Benchmark (surveying); Series (stratigraphy); Data set
p0130,https://doi.org/10.24963/ijcai.2018,Proceedings of the Twenty-Seventh International Joint Conference on Artificial Intelligence,2018,7/1/2018,428,paratext,Joyce Chai; Qiaozi Gao; Lanbo She; Shaohua Yang; Sari Saba-Sadiya,Joint (building); Computer science; Artificial intelligence; Engineering; Architectural engineering
p0131,https://doi.org/10.1007/s10619-010-7060-9,Beyond soundness: on the verification of semantic business process models,2010,1/18/2010,102,article,Ingo Weber; Jörg Hoffmann; Jan Mendling,Computer science; Soundness; Precondition; Reachability; Ontology
p0132,https://doi.org/10.1088/0266-5611/23/3/007,Analysis versus synthesis in signal priors,2007,4/10/2007,707,article,Michael Elad; Peyman Milanfar; Ron Rubinstein,Prior probability; Similarity (geometry); Mathematics; SIGNAL (programming language); Algorithm
p0133,https://doi.org/10.1007/978-1-4419-1213-8,Design of Observational Studies,2009,10/21/2009,1133,book,Paul R. Rosenbaum,Observational study; Computer science; Medicine; Internal medicine
p0134,https://doi.org/10.1109/cvpr.2016.350,The Cityscapes Dataset for Semantic Urban Scene Understanding,2016,6/1/2016,10065,article,Marius Cordts; Mohamed Omran; Sebastian Ramos; Timo Rehfeld; Markus Enzweiler,Computer science; Leverage (statistics); Artificial intelligence; Suite; Benchmark (surveying)
p0135,https://doi.org/10.18653/v1/p16-2043,Natural Language Generation enhances human decision-making with uncertain information,2016,1/1/2016,57,article,Dimitra Gkatzia; Oliver Lemon; Verena Rieser,Computer science; Representation (politics); Natural language generation; Task (project management); Measure (data warehouse)
p0136,https://doi.org/10.1007/s00799-015-0156-0,Research-paper recommender systems: a literature survey,2015,7/25/2015,734,article,Joeran Beel; Béla Gipp; Stefan Langer; Corinna Breitinger,Computer science; Collaborative filtering; Recommender system; Information retrieval; Ambiguity
p0137,https://doi.org/10.18637/jss.v033.i01,Regularization Paths for Generalized Linear Models via Coordinate Descent,2010,1/1/2010,13396,article,Jerome H. Friedman; Trevor Hastie; Robert Tibshirani,Coordinate descent; Elastic net regularization; Lasso (programming language); Regularization (linguistics); Linear regression
p0138,https://doi.org/10.1038/nmeth.f.303,QIIME allows analysis of high-throughput community sequencing data,2010,4/11/2010,32829,letter,J. Gregory Caporaso; Justin Kuczynski; Jesse Stombaugh; Kyle Bittinger; Frederic D. Bushman,Throughput; DNA sequencing; Computational biology; Computer science; Biology
p0139,https://doi.org/10.1186/s12909-018-1240-0,Barriers and solutions to online learning in medical education – an integrative review,2018,6/7/2018,879,review,Diane O’Doherty; Marie Dromey; Justan Lougheed; Ailish Hannigan; Jason Last,Medical education; Critical appraisal; Scopus; Inclusion (mineral); Data extraction
p0140,https://doi.org/10.18637/jss.v011.i10,Econometric Computing with HC and HAC Covariance Matrix Estimators,2004,1/1/2004,1135,article,Achim Zeileis,Heteroscedasticity; Estimator; Autocorrelation; Computer science; Econometrics
p0141,https://doi.org/10.1016/j.media.2015.06.012,Multi-atlas segmentation of biomedical images: A survey,2015,7/7/2015,635,review,Juan Eugenio Iglesias; Mert R. Sabuncu,Computer science; Segmentation; Flexibility (engineering); Artificial intelligence; Machine learning
p0142,https://doi.org/10.1016/s0305-0548(03)00116-3,Population set-based global optimization algorithms: some modifications and numerical studies,2003,5/27/2003,427,article,M. Montaz Ali; Aimo Törn,Robustness (evolution); Differential evolution; Mathematical optimization; Global optimization; Computer science
p0143,https://doi.org/10.1162/rest.90.3.414,Bootstrap-Based Improvements for Inference with Clustered Errors,2008,7/22/2008,3615,article,A. Colin Cameron; Jonah B. Gelbach; Douglas L. Miller,Inference; Standard error; Heteroscedasticity; Monte Carlo method; Cluster (spacecraft)
p0144,https://doi.org/10.1016/0888-613x(87)90015-6,Measures of similarity among fuzzy concepts: A comparative analysis,1987,4/1/1987,527,article,Rami Zwick; Edward Carlstein; David V. Budescu,Similarity (geometry); Mathematics; Set (abstract data type); Fuzzy set; Fuzzy logic
p0145,https://doi.org/10.1109/tcds.2020.2999337,A Novel Bi-Hemispheric Discrepancy Model for EEG Emotion Recognition,2020,6/1/2020,223,article,Yang Li; Lei Wang; Wenming Zheng; Yuan Zong; Lei Qi,Electroencephalography; Computer science; Speech recognition; Emotion recognition; Cognitive psychology
p0146,https://doi.org/10.1109/iccv.2015.320,Unsupervised Learning of Visual Representations Using Videos,2015,12/1/2015,988,article,Xiaolong Wang; Abhinav Gupta,Computer science; Artificial intelligence; Convolutional neural network; Unsupervised learning; Representation (politics)
p0147,https://doi.org/10.1111/j.1745-3984.2003.tb01108.x,Modern Multidimensional Scaling: Theory and Applications,2003,9/1/2003,2127,article,Ingwer Borg; P.A.P. Groenen,Citation; Multidimensional scaling; Computer science; Library science; Information retrieval
p0148,https://doi.org/10.14221/ajte.2010v35n7.7,"Teachers of Poor Communities: The Tale of Instructional Media Use in Primary Schools of Gedeo Zone, Southern Ethiopia",2010,1/1/2010,21,article,Mehadi Abdo; Tesfaye Semela,Medical education; School teachers; Psychology; Primary education; Sample (material)
p0149,https://doi.org/10.1109/cvpr.2015.7298907,"Deeply learned face representations are sparse, selective, and robust",2015,6/1/2015,951,preprint,Yi Sun; Xiaogang Wang; Xiaoou Tang,Robustness (evolution); Discriminative model; Computer science; Artificial intelligence; Convolutional neural network
p0150,https://doi.org/10.1016/j.jbi.2006.06.004,Measures of semantic similarity and relatedness in the biomedical domain,2006,6/11/2006,580,article,Ted Pedersen; Serguei Pakhomov; Siddharth Patwardhan; Christopher G. Chute,WordNet; Computer science; Semantic similarity; Unified Medical Language System; Natural language processing
p0151,https://doi.org/10.1109/5.286196,"Evaluating quality of compressed medical images: SNR, subjective rating, and diagnostic accuracy",1994,6/1/1994,265,article,Pamela C. Cosman; Robert M. Gray; Richard A. Olshen,Lossy compression; Computer science; JPEG; Image quality; Artificial intelligence
p0152,https://doi.org/10.1187/cbe.08-05-0024,Biology in Bloom: Implementing Bloom's Taxonomy to Enhance Student Learning in Biology,2008,12/1/2008,585,article,Alison J. Crowe; Clarissa Dirks; Mary Pat Wenderoth,Bloom's taxonomy; Metacognition; Taxonomy (biology); Suite; Mathematics education
p0153,https://doi.org/10.1109/89.260359,Connectionist probability estimators in HMM speech recognition,1994,1/1/1994,226,article,Steve Renals; N. Morgan; H. Bourlard; Michael Cohen; Horacio Franco,Connectionism; Hidden Markov model; Computer science; Speech recognition; Artificial intelligence
p0154,https://doi.org/10.1109/tpami.2017.2656884,Unsupervised Transfer Learning via Multi-Scale Convolutional Sparse Coding for Biomedical Applications,2017,1/23/2017,160,article,Hang Chang; Ju Han; Cheng Zhong; Antoine M. Snijders; Jian‐Hua Mao,Computer science; Transfer of learning; Artificial intelligence; Unsupervised learning; Machine learning
p0155,https://doi.org/10.5204/jld.v5i2.110,Wiki use that increases communication and collaboration motivation,2012,9/19/2012,32,article,Robyn Davidson,Transparency (behavior); Context (archaeology); Task (project management); Computer science; Group work
p0156,https://doi.org/10.1016/j.econmod.2005.06.002,Forecasting inflation with thick models and neural networks,2005,8/9/2005,62,article,Peter McAdam; Paul D. McNelis,Inflation (cosmology); Artificial neural network; Truncated mean; Econometrics; Economics
p0157,https://doi.org/10.1109/69.617056,Feature selection via discretization,1997,1/1/1997,321,article,Chenguang Liu; Rudy Setiono,Discretization; Discretization of continuous features; Computer science; Feature selection; Statistic
p0158,https://doi.org/10.1016/j.neuroimage.2009.03.025,Bayesian model selection for group studies,2009,3/21/2009,1427,article,Klaas Ε. Stephan; W.D. Penny; Jean Daunizeau; Rosalyn Moran; Karl Friston,Bayes factor; Frequentist inference; Bayesian hierarchical modeling; Dirichlet distribution; Model selection
p0159,https://doi.org/10.1007/11744085_38,Sampling Strategies for Bag-of-Features Image Classification,2006,1/1/2006,915,book-chapter,Éric Nowak; Frédéric Jurie; Bill Triggs,Computer science; Codebook; Normalization (sociology); Artificial intelligence; Pattern recognition (psychology)
